rule_id$$table$$columns$$check$$check_details$$required$$valid$$hasSample$$tags$$errorMessage$$failedRowsSample
1$$tc_act_sec_usage$$ASSET_ID$$in$$"{\"column\": \"TC_INSTANCES.ASSET_ID\"}"$$2087414$$2087413$$true$$$$$$"{\"ASSET_ID\":\"a5d267155a0c48eda5fd00facd270859\",\"EVENT_ID\":\"ac1be67846f64b39a253a6257b73d61f\",\"EVENT_USAGE\":51,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":0}"
6$$tc_act_sec_usage$$ASSET_ID,EVENT_ID$$unique$$$$2087414$$2009388$$true$$$$$$"{\"ASSET_ID\":\"968AF7DB7CE4CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7C877A0CC62E040A8C0990E1B2E\",\"count\":9}
{\"ASSET_ID\":\"968AF7DB7DD6CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7C72C8BCC62E040A8C0990E1B2E\",\"count\":9}
{\"ASSET_ID\":\"968AF7DC5DE5CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD957CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":103,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":3268}
{\"ASSET_ID\":\"968AF7DCEDACCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD967CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":27,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4134CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD9B7CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":25,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD0B3DCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD9EDCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":649,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCC7ABCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDA84CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":68,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":2718}
{\"ASSET_ID\":\"968AF7DCA03CCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDA94CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":131,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":106}
{\"ASSET_ID\":\"968AF7DD0E50CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDAAACC62E040A8C0990E1B2E\",\"EVENT_USAGE\":2,\"USAGE_PARAMETER_NAME\":\"Hrs\",\"START_VALUE\":2401}
{\"ASSET_ID\":\"968AF7DD07C9CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDAB2CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":2,\"USAGE_PARAMETER_NAME\":\"Hrs\",\"START_VALUE\":2194}
{\"ASSET_ID\":\"968AF7DCDF71CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDAFDCC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCF379CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDB66CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":17,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":844}
{\"ASSET_ID\":\"968AF7DC7C25CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDB71CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":23,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC8201CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDB8FCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":474,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC270CCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDC15CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC0573CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDC2ECC62E040A8C0990E1B2E\",\"EVENT_USAGE\":125,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCC38DCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDC63CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":8,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4F29CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDC66CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD06E8CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDB96CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":27,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":766}
{\"ASSET_ID\":\"968AF7DC3264CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDBB4CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":45,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC1EB6CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDBD6CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":28,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":3212}
{\"ASSET_ID\":\"968AF7DCB4F7CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDBDACC62E040A8C0990E1B2E\",\"EVENT_USAGE\":52,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCF37DCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDBEACC62E040A8C0990E1B2E\",\"EVENT_USAGE\":480,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC569ECC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDBEFCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":70,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCA70ACC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDC12CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC90ADCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD9FECC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":51}
{\"ASSET_ID\":\"968AF7DD174DCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"d3971c479ba0416182baa186eb29e735\",\"EVENT_USAGE\":78,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":822}
{\"ASSET_ID\":\"968AF7DCEEB0CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD885CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":29,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC09D0CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD8E4CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":350,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC5E88CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDDB2CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":122,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":1945}
{\"ASSET_ID\":\"968AF7DC4AA4CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDDC0CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":54,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4916CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDDD6CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":6,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4BA0CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDE11CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4E6ECC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDE22CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":174,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":370}
{\"ASSET_ID\":\"968AF7DCFAFECC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDE42CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":102,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":30}
{\"ASSET_ID\":\"968AF7DC59D9CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDE6DCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":46,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCF7C2CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDEA8CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":7,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCD67ECC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDED3CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCD67FCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDED5CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":40,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC36A8CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDEEBCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":38,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":3336}
{\"ASSET_ID\":\"968AF7DC1194CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDEF6CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":129,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DB8E7FCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDEF9CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":63,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":1657}
{\"ASSET_ID\":\"968AF7DCEAA8CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDF1CCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":225,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":4232}
{\"ASSET_ID\":\"968AF7DCEB43CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDF23CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":125,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4F45CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDF25CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":48,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":3834}
{\"ASSET_ID\":\"968AF7DBE819CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDF28CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":104,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4E56CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDF2DCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":65,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":1368}
{\"ASSET_ID\":\"968AF7DD0E85CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDF3ACC62E040A8C0990E1B2E\",\"EVENT_USAGE\":31,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC463FCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDFE1CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":43,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":300}
{\"ASSET_ID\":\"968AF7DD14C4CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDFE9CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":12,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCF679CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDFF3CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":30,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":114}
{\"ASSET_ID\":\"968AF7DC4814CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFE042CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":169,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DBE863CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDF57CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":168,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCB187CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDCACCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":44,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCED0FCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDCDBCC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC461BCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDCEDCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":37,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC61E3CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDD0ECC62E040A8C0990E1B2E\",\"EVENT_USAGE\":100,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":1509}
{\"ASSET_ID\":\"968AF7DC8013CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDD11CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":21,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCEEB0CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDD58CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":2406}
{\"ASSET_ID\":\"968AF7DD1667CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDD60CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":40,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":0}
{\"ASSET_ID\":\"968AF7DD1667CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDD60CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":12,\"USAGE_PARAMETER_NAME\":\"Hrs\",\"START_VALUE\":1160}
{\"ASSET_ID\":\"968AF7DD2066CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDD9FCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":28,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD1D4ECC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFE0D9CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":40,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":169}
{\"ASSET_ID\":\"968AF7DBEC06CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFE0E2CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":20,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4797CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFE0F2CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":90,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4CA2CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFE279CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":35,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":261}
{\"ASSET_ID\":\"968AF7DC9459CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFE2A1CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":91,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}"
4$$tc_act_sec_usage$$EVENT_ID$$in$$"{\"column\": \"TC_ACTIVITY.EVENT_ID\"}"$$2087414$$26737$$true$$$$$$"{\"ASSET_ID\":\"968AF7DC82A5CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD27ACC62E040A8C0990E1B2E\",\"EVENT_USAGE\":2,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCE960CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD27CCC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC2A97CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD0C7CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":4,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD1EDBCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD0E5CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":22,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD0356CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD5C5CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC325FCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD5EBCC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC216ACC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD5F7CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":130,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCBF87CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD600CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":56,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCF135CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD60BCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":219,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCC3E3CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD610CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":30,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC1E77CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD629CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":23,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC2F43CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD62CCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":400,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":2605}
{\"ASSET_ID\":\"968AF7DD080BCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD663CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":45,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4EB5CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD6B6CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD1B67CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD6C9CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":282,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":914}
{\"ASSET_ID\":\"968AF7DCF7B0CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD6DBCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":50,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":2272}
{\"ASSET_ID\":\"968AF7DCC419CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD6E7CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":44,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD1F7ECC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD6F5CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":209,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":0}
{\"ASSET_ID\":\"968AF7DC3254CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD6FECC62E040A8C0990E1B2E\",\"EVENT_USAGE\":21,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC30CACC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD7EBCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":22,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCFAA3CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD77ACC62E040A8C0990E1B2E\",\"EVENT_USAGE\":110,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":560}
{\"ASSET_ID\":\"968AF7DB8CA3CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD789CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":36,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC2460CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD7C2CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":775,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":2564}
{\"ASSET_ID\":\"968AF7DB9032CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD7CDCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":33,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC5066CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD7D2CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":39,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":6607}
{\"ASSET_ID\":\"968AF7DD178BCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD7D6CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":125,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC8745CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD4BFCC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD070FCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD4D8CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":21,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCBD19CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD50DCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":71,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCDC6FCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD512CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":2251}
{\"ASSET_ID\":\"968AF7DC2DB2CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD907CC62E040A8C0990E1B2E\",\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCFEFECC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD915CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":32,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":751}
{\"ASSET_ID\":\"968AF7DC7851CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD93BCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":35,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCE978CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD944CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":52,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC5DE5CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD957CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":103,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":3268}
{\"ASSET_ID\":\"968AF7DCEDACCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD967CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":27,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DC4134CC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD9B7CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":25,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DD0B3DCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFD9EDCC62E040A8C0990E1B2E\",\"EVENT_USAGE\":649,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\"}
{\"ASSET_ID\":\"968AF7DCC7ABCC62E040A8C0990E1B2E\",\"EVENT_ID\":\"968AF7BFDA84CC62E040A8C0990E1B2E\",\"EVENT_USAGE\":68,\"USAGE_PARAMETER_NAME\":\"Fuel Drwn\",\"START_VALUE\":2718}
